      After |    Peak Mem | File Name                                                                  |        Before |    Peak Mem ||         Change || Change (mem) | % Change | % Change (mem)
   0m14.25s |   734468 ko | Specific/montgomery32_2e165m25_6limbs/fenz.vo                              |      0m14.38s |   734928 ko ||      -0m00.13s ||      -460 ko |   -0.90% |         -0.06%
   0m14.25s |   771176 ko | Specific/solinas64_2e213m3_5limbs/fecarry.vo                               |      0m14.55s |   771624 ko ||      -0m00.30s ||      -448 ko |   -2.06% |         -0.05%
   0m14.22s |   767756 ko | Specific/solinas32_2e129m25_5limbs/fecarry.vo                              |      0m14.28s |   767716 ko ||      -0m00.05s ||        40 ko |   -0.42% |         +0.00%
   0m14.22s |   760192 ko | Specific/solinas32_2e141m9_6limbs/fesub.vo                                 |      0m14.15s |   759964 ko ||      +0m00.07s ||       228 ko |   +0.49% |         +0.03%
   0m14.21s |   734936 ko | Specific/montgomery32_2e166m5_6limbs/fenz.vo                               |      0m14.96s |   735016 ko ||      -0m00.75s ||       -80 ko |   -5.01% |         -0.01%
   0m14.20s |   759612 ko | Specific/solinas32_2e137m13_6limbs/fesub.vo                                |      0m14.20s |   759140 ko ||      +0m00.00s ||       472 ko |   +0.00% |         +0.06%
   0m14.20s |   759976 ko | Specific/solinas32_2e140m27_6limbs/fesub.vo                                |      0m14.19s |   760016 ko ||      +0m00.00s ||       -40 ko |   +0.07% |         -0.00%
   0m14.20s |   771660 ko | Specific/solinas64_2e196m15_5limbs/fecarry.vo                              |      0m14.62s |   772476 ko ||      -0m00.41s ||      -816 ko |   -2.87% |         -0.10%
   0m14.19s |   763508 ko | Specific/solinas64_2e129m25_3limbs/femul.vo                                |      0m14.41s |   761148 ko ||      -0m00.22s ||      2360 ko |   -1.52% |         +0.31%
   0m14.14s |   768348 ko | Specific/solinas32_2e130m5_5limbs/fecarry.vo                               |      0m13.88s |   768016 ko ||      +0m00.25s ||       332 ko |   +1.87% |         +0.04%
   0m14.14s |   757460 ko | Specific/solinas32_2e190m11_7limbs/feadd.vo                                |      0m14.11s |   756876 ko ||      +0m00.03s ||       584 ko |   +0.21% |         +0.07%
   0m14.13s |   759512 ko | Specific/solinas32_2e127m1_6limbs/fesub.vo                                 |      0m14.32s |   760240 ko ||      -0m00.18s ||      -728 ko |   -1.32% |         -0.09%
   0m14.12s |   695656 ko | Specific/solinas64_2e480m2e240m1_8limbs/Synthesis.vo                       |      0m14.68s |   694420 ko ||      -0m00.56s ||      1236 ko |   -3.81% |         +0.17%
   0m14.10s |   759904 ko | Specific/solinas32_2e174m17_7limbs/feadd.vo                                |      0m14.46s |   758752 ko ||      -0m00.36s ||      1152 ko |   -2.48% |         +0.15%
   0m14.09s |   699616 ko | Specific/solinas32_2e266m3_10limbs/Synthesis.vo                            |      0m14.84s |   699924 ko ||      -0m00.75s ||      -308 ko |   -5.05% |         -0.04%
   0m13.96s |   695452 ko | Specific/solinas32_2e243m9_10limbs/Synthesis.vo                            |      0m14.05s |   695696 ko ||      -0m00.08s ||      -244 ko |   -0.64% |         -0.03%
   0m13.91s |   759200 ko | Specific/solinas32_2e150m3_6limbs/fesub.vo                                 |      0m14.23s |   759800 ko ||      -0m00.32s ||      -600 ko |   -2.24% |         -0.07%
   0m13.87s |   688672 ko | Specific/solinas64_2e448m2e224m1_8limbs/Synthesis.vo                       |      0m13.75s |   689256 ko ||      +0m00.11s ||      -584 ko |   +0.87% |         -0.08%
   0m13.86s |   760660 ko | Specific/solinas32_2e129m25_6limbs/fesub.vo                                |      0m13.73s |   761904 ko ||      +0m00.12s ||     -1244 ko |   +0.94% |         -0.16%
   0m13.86s |   752508 ko | Specific/solinas64_2e322m2e161m1_6limbs/feadd.vo                           |      0m13.79s |   752000 ko ||      +0m00.07s ||       508 ko |   +0.50% |         +0.06%
   0m13.85s |   752468 ko | Specific/solinas64_2e336m3_6limbs/feadd.vo                                 |      0m13.42s |   753608 ko ||      +0m00.42s ||     -1140 ko |   +3.20% |         -0.15%
   0m13.82s |   760516 ko | Specific/solinas32_2e130m5_6limbs/fesub.vo                                 |      0m14.14s |   760856 ko ||      -0m00.32s ||      -340 ko |   -2.26% |         -0.04%
   0m13.79s |   762840 ko | Specific/solinas64_2e174m17_3limbs/freeze.vo                               |      0m13.71s |   759852 ko ||      +0m00.07s ||      2988 ko |   +0.58% |         +0.39%
   0m13.79s |   676552 ko | Specific/solinas64_2e413m21_8limbs/Synthesis.vo                            |      0m13.85s |   675028 ko ||      -0m00.06s ||      1524 ko |   -0.43% |         +0.22%
   0m13.77s |   754488 ko | Specific/solinas64_2e336m17_6limbs/feadd.vo                                |      0m13.95s |   752800 ko ||      -0m00.17s ||      1688 ko |   -1.29% |         +0.22%
   0m13.76s |   764512 ko | Specific/solinas64_2e166m5_3limbs/freeze.vo                                |      0m13.77s |   762932 ko ||      -0m00.00s ||      1580 ko |   -0.07% |         +0.20%
   0m13.74s |   754224 ko | Specific/solinas64_2e285m9_5limbs/fesub.vo                                 |      0m13.81s |   755140 ko ||      -0m00.07s ||      -916 ko |   -0.50% |         -0.12%
   0m13.74s |   749596 ko | Specific/solinas64_2e291m19_6limbs/feadd.vo                                |      0m13.62s |   749556 ko ||      +0m00.12s ||        40 ko |   +0.88% |         +0.00%
   0m13.73s |   749968 ko | Specific/solinas64_2e321m9_6limbs/feadd.vo                                 |      0m13.84s |   752308 ko ||      -0m00.10s ||     -2340 ko |   -0.79% |         -0.31%
   0m13.72s |   749604 ko | Specific/solinas64_2e291m19_5limbs/fesub.vo                                |      0m13.63s |   750608 ko ||      +0m00.08s ||     -1004 ko |   +0.66% |         -0.13%
   0m13.71s |   764832 ko | Specific/solinas64_2e141m9_3limbs/freeze.vo                                |      0m13.61s |   764608 ko ||      +0m00.10s ||       224 ko |   +0.73% |         +0.02%
   0m13.71s |   765632 ko | Specific/solinas64_2e150m3_3limbs/freeze.vo                                |      0m13.68s |   765424 ko ||      +0m00.03s ||       208 ko |   +0.21% |         +0.02%
   0m13.71s |   766156 ko | Specific/solinas64_2e150m5_3limbs/freeze.vo                                |      0m13.31s |   765152 ko ||      +0m00.40s ||      1004 ko |   +3.00% |         +0.13%
   0m13.71s |   765408 ko | Specific/solinas64_2e152m17_3limbs/freeze.vo                               |      0m13.64s |   765144 ko ||      +0m00.07s ||       264 ko |   +0.51% |         +0.03%
   0m13.70s |   692780 ko | Specific/solinas32_2e235m15_10limbs/Synthesis.vo                           |      0m13.70s |   691100 ko ||      +0m00.00s ||      1680 ko |   +0.00% |         +0.24%
   0m13.70s |   764408 ko | Specific/solinas64_2e129m25_3limbs/freeze.vo                               |      0m13.55s |   764500 ko ||      +0m00.14s ||       -92 ko |   +1.10% |         -0.01%
   0m13.70s |   761620 ko | Specific/solinas64_2e158m15_3limbs/freeze.vo                               |      0m13.64s |   760128 ko ||      +0m00.05s ||      1492 ko |   +0.43% |         +0.19%
   0m13.70s |   763028 ko | Specific/solinas64_2e174m3_3limbs/freeze.vo                                |      0m13.72s |   758016 ko ||      -0m00.02s ||      5012 ko |   -0.14% |         +0.66%
   0m13.69s |   765384 ko | Specific/solinas64_2e130m5_3limbs/freeze.vo                                |      0m13.58s |   764208 ko ||      +0m00.10s ||      1176 ko |   +0.81% |         +0.15%
   0m13.69s |   758976 ko | Specific/solinas64_2e140m27_3limbs/fesquare.vo                             |      0m13.61s |   757148 ko ||      +0m00.08s ||      1828 ko |   +0.58% |         +0.24%
   0m13.68s |   747808 ko | Specific/solinas64_2e285m9_6limbs/feadd.vo                                 |      0m13.71s |   745304 ko ||      -0m00.03s ||      2504 ko |   -0.21% |         +0.33%
   0m13.66s |   759236 ko | Specific/solinas64_2e127m1_3limbs/fesquare.vo                              |      0m13.49s |   759556 ko ||      +0m00.16s ||      -320 ko |   +1.26% |         -0.04%
   0m13.66s |   756100 ko | Specific/solinas64_2e130m5_3limbs/fesquare.vo                              |      0m13.54s |   757196 ko ||      +0m00.12s ||     -1096 ko |   +0.88% |         -0.14%
   0m13.65s |   755624 ko | Specific/solinas64_2e174m17_3limbs/fesquare.vo                             |      0m13.67s |   757664 ko ||      -0m00.01s ||     -2040 ko |   -0.14% |         -0.26%
   0m13.64s |   755504 ko | Specific/X25519/C64/fesub.vo                                               |      0m13.58s |   754144 ko ||      +0m00.06s ||      1360 ko |   +0.44% |         +0.18%
   0m13.64s |   754848 ko | Specific/solinas64_2e152m17_3limbs/fesquare.vo                             |      0m13.73s |   759368 ko ||      -0m00.08s ||     -4520 ko |   -0.65% |         -0.59%
   0m13.64s |   755436 ko | Specific/solinas64_2e174m3_3limbs/fesquare.vo                              |      0m13.59s |   757656 ko ||      +0m00.05s ||     -2220 ko |   +0.36% |         -0.29%
   0m13.63s |   764364 ko | Specific/solinas64_2e140m27_3limbs/freeze.vo                               |      0m13.60s |   763424 ko ||      +0m00.03s ||       940 ko |   +0.22% |         +0.12%
   0m13.63s |   747936 ko | Specific/solinas64_2e256m2e224p2e192p2e96m1_6limbs/feadd.vo                |      0m13.63s |   746916 ko ||      +0m00.00s ||      1020 ko |   +0.00% |         +0.13%
   0m13.62s |   752860 ko | Specific/solinas64_2e255m19_5limbs/fesub.vo                                |      0m13.27s |   753676 ko ||      +0m00.34s ||      -816 ko |   +2.63% |         -0.10%
   0m13.62s |   747460 ko | Specific/solinas64_2e256m2e32m977_6limbs/feadd.vo                          |      0m13.70s |   746532 ko ||      -0m00.08s ||       928 ko |   -0.58% |         +0.12%
   0m13.61s |   755452 ko | Specific/solinas64_2e165m25_3limbs/fesquare.vo                             |      0m13.61s |   755976 ko ||      +0m00.00s ||      -524 ko |   +0.00% |         -0.06%
   0m13.60s |   761628 ko | Specific/solinas64_2e171m19_3limbs/freeze.vo                               |      0m13.70s |   764076 ko ||      -0m00.09s ||     -2448 ko |   -0.72% |         -0.32%
   0m13.58s |   753452 ko | Specific/solinas64_2e251m9_5limbs/fesub.vo                                 |      0m13.48s |   752692 ko ||      +0m00.09s ||       760 ko |   +0.74% |         +0.10%
   0m13.58s |   751040 ko | Specific/solinas64_2e266m3_5limbs/fesub.vo                                 |      0m13.22s |   752040 ko ||      +0m00.35s ||     -1000 ko |   +2.72% |         -0.13%
   0m13.57s |   698120 ko | Specific/solinas32_2e255m19_10limbs/Synthesis.vo                           |      0m14.39s |   697708 ko ||      -0m00.82s ||       412 ko |   -5.69% |         +0.05%
   0m13.57s |   757492 ko | Specific/solinas64_2e137m13_3limbs/fesquare.vo                             |      0m13.58s |   754944 ko ||      -0m00.00s ||      2548 ko |   -0.07% |         +0.33%
   0m13.57s |   752512 ko | Specific/solinas64_2e256m189_5limbs/fesub.vo                               |      0m13.61s |   752444 ko ||      -0m00.03s ||        68 ko |   -0.29% |         +0.00%
   0m13.56s |   751408 ko | Specific/solinas64_2e213m3_5limbs/fesub.vo                                 |      0m13.40s |   751072 ko ||      +0m00.16s ||       336 ko |   +1.19% |         +0.04%
   0m13.56s |   745740 ko | Specific/solinas64_2e255m765_6limbs/feadd.vo                               |      0m13.45s |   744940 ko ||      +0m00.11s ||       800 ko |   +0.81% |         +0.10%
   0m13.55s |   756540 ko | Specific/solinas64_2e166m5_3limbs/fesquare.vo                              |      0m13.78s |   758716 ko ||      -0m00.22s ||     -2176 ko |   -1.66% |         -0.28%
   0m13.54s |   763748 ko | Specific/solinas64_2e137m13_3limbs/freeze.vo                               |      0m13.72s |   762240 ko ||      -0m00.18s ||      1508 ko |   -1.31% |         +0.19%
   0m13.54s |   747540 ko | Specific/solinas64_2e266m3_6limbs/feadd.vo                                 |      0m13.53s |   748376 ko ||      +0m00.00s ||      -836 ko |   +0.07% |         -0.11%
   0m13.53s |   757244 ko | Specific/solinas64_2e141m9_3limbs/fesquare.vo                              |      0m13.43s |   756512 ko ||      +0m00.09s ||       732 ko |   +0.74% |         +0.09%
   0m13.53s |   756900 ko | Specific/solinas64_2e158m15_3limbs/fesquare.vo                             |      0m13.63s |   758744 ko ||      -0m00.10s ||     -1844 ko |   -0.73% |         -0.24%
   0m13.53s |   743880 ko | Specific/solinas64_2e224m2e96p1_6limbs/feadd.vo                            |      0m13.52s |   747492 ko ||      +0m00.00s ||     -3612 ko |   +0.07% |         -0.48%
   0m13.52s |   745016 ko | Specific/solinas64_2e251m9_6limbs/feadd.vo                                 |      0m13.48s |   744788 ko ||      +0m00.03s ||       228 ko |   +0.29% |         +0.03%
   0m13.51s |   753232 ko | Specific/solinas64_2e338m15_6limbs/feadd.vo                                |      0m13.78s |   753160 ko ||      -0m00.26s ||        72 ko |   -1.95% |         +0.00%
   0m13.50s |   718316 ko | Compilers/Z/Syntax/Equality.vo                                             |      0m13.19s |   719244 ko ||      +0m00.31s ||      -928 ko |   +2.35% |         -0.12%
   0m13.50s |   580744 ko | Experiments/NewPipeline/CStringification.vo                                |      0m13.72s |   579300 ko ||      -0m00.22s ||      1444 ko |   -1.60% |         +0.24%
   0m13.48s |   744556 ko | Specific/solinas64_2e243m9_6limbs/feadd.vo                                 |      0m13.43s |   744608 ko ||      +0m00.05s ||       -52 ko |   +0.37% |         -0.00%
   0m13.47s |   750956 ko | Specific/solinas64_2e235m15_5limbs/fesub.vo                                |      0m13.48s |   751096 ko ||      -0m00.00s ||      -140 ko |   -0.07% |         -0.01%
   0m13.45s |   689168 ko | Specific/solinas32_2e222m117_10limbs/Synthesis.vo                          |      0m13.24s |   689416 ko ||      +0m00.20s ||      -248 ko |   +1.58% |         -0.03%
   0m13.43s |   749628 ko | Specific/solinas64_2e196m15_5limbs/fesub.vo                                |      0m13.29s |   750272 ko ||      +0m00.14s ||      -644 ko |   +1.05% |         -0.08%
   0m13.43s |   749844 ko | Specific/solinas64_2e226m5_5limbs/fesub.vo                                 |      0m13.49s |   752912 ko ||      -0m00.06s ||     -3068 ko |   -0.44% |         -0.40%
   0m13.41s |   692008 ko | Specific/solinas32_2e230m27_10limbs/Synthesis.vo                           |      0m13.30s |   695172 ko ||      +0m00.10s ||     -3164 ko |   +0.82% |         -0.45%
   0m13.41s |   753176 ko | Specific/solinas64_2e216m2e108m1_5limbs/fesub.vo                           |      0m13.35s |   753116 ko ||      +0m00.06s ||        60 ko |   +0.44% |         +0.00%
   0m13.38s |   738880 ko | Specific/montgomery64_2e127m1_2limbs/feadd.vo                              |      0m13.55s |   742596 ko ||      -0m00.16s ||     -3716 ko |   -1.25% |         -0.50%
   0m13.36s |   748808 ko | Specific/solinas64_2e206m5_5limbs/fesub.vo                                 |      0m13.29s |   750272 ko ||      +0m00.07s ||     -1464 ko |   +0.52% |         -0.19%
   0m13.36s |   675476 ko | Specific/solinas64_2e414m17_8limbs/Synthesis.vo                            |      0m13.38s |   678696 ko ||      -0m00.02s ||     -3220 ko |   -0.14% |         -0.47%
